key,value,location
User_93,5.61,Zone_3
User_94,14.95,Zone_4
User_95,13.00,Zone_0
User_96,12.41,Zone_1
User_97,28.13,Zone_2
User_98,22.28,Zone_3
User_99,19.37,Zone_4
User_0,55.39,Zone_0
User_1,6.14,Zone_1
User_2,16.59,Zone_2
User_3,15.62,Zone_3
User_4,6.38,Zone_4
User_5,-0.83,Zone_0
User_6,13.38,Zone_1
User_7,22.93,Zone_2
User_8,18.36,Zone_3
User_9,31.30,Zone_4
User_10,11.43,Zone_0
User_11,12.01,Zone_1
User_12,14.70,Zone_2
User_13,-2.97,Zone_3
User_14,10.60,Zone_4
User_15,16.38,Zone_0
User_16,7.12,Zone_1
User_17,19.25,Zone_2
User_18,8.55,Zone_3
User_19,19.37,Zone_4
User_20,11.55,Zone_0
User_21,12.36,Zone_1
User_22,8.61,Zone_2
User_23,14.36,Zone_3
User_24,12.00,Zone_4
User_25,17.45,Zone_0
User_26,24.67,Zone_1
User_27,18.34,Zone_2
User_28,8.43,Zone_3
User_29,17.10,Zone_4
User_30,8.50,Zone_0
User_31,12.37,Zone_1
User_32,23.67,Zone_2
User_33,21.04,Zone_3
User_34,19.80,Zone_4
User_35,10.18,Zone_0
User_36,13.96,Zone_1
User_37,10.64,Zone_2
User_38,12.09,Zone_3
User_39,11.50,Zone_4
User_40,19.86,Zone_0
User_41,23.86,Zone_1
User_42,9.30,Zone_2
User_43,18.32,Zone_3
User_44,24.11,Zone_4
User_45,24.77,Zone_0
User_46,24.27,Zone_1
User_47,22.43,Zone_2
User_48,9.77,Zone_3
User_49,8.82,Zone_4
User_50,20.78,Zone_0
User_51,22.00,Zone_1
User_52,12.11,Zone_2
User_53,12.21,Zone_3
User_54,12.93,Zone_4
User_55,13.57,Zone_0
User_56,34.55,Zone_1
User_57,14.24,Zone_2
User_58,4.36,Zone_3
User_59,20.99,Zone_4
User_60,12.27,Zone_0
User_61,5.98,Zone_1
User_62,17.03,Zone_2
User_63,10.75,Zone_3
User_64,40.04,Zone_4
User_65,12.73,Zone_0
User_66,11.90,Zone_1
User_67,18.91,Zone_2
User_68,19.09,Zone_3
User_69,21.02,Zone_4
User_70,12.11,Zone_0
User_71,7.30,Zone_1
User_72,9.72,Zone_2
User_73,28.46,Zone_3
User_74,13.67,Zone_4
User_75,29.82,Zone_0
User_76,8.81,Zone_1
User_77,14.40,Zone_2
User_78,19.30,Zone_3
User_79,8.36,Zone_4
User_80,15.68,Zone_0
User_81,11.12,Zone_1
User_82,16.32,Zone_2
User_83,17.87,Zone_3
User_84,19.70,Zone_4
User_85,26.44,Zone_0
User_86,12.33,Zone_1
User_87,20.82,Zone_2
User_88,26.89,Zone_3
User_89,7.95,Zone_4
User_90,12.22,Zone_0
User_91,7.19,Zone_1
User_92,3.61,Zone_2
User_93,11.35,Zone_3
User_94,19.68,Zone_4
User_95,5.77,Zone_0
User_96,14.60,Zone_1
User_97,13.87,Zone_2
User_98,14.00,Zone_3
User_99,29.50,Zone_4
User_0,53.82,Zone_0
User_1,12.21,Zone_1
User_2,12.70,Zone_2
User_3,2.86,Zone_3
User_4,16.02,Zone_4
User_5,35.85,Zone_0
User_6,5.77,Zone_1
User_7,15.38,Zone_2
User_8,13.85,Zone_3
User_9,18.06,Zone_4
User_10,15.87,Zone_0
User_11,28.09,Zone_1
User_12,14.49,Zone_2
User_13,12.05,Zone_3
User_14,11.09,Zone_4
User_15,10.21,Zone_0
User_16,13.46,Zone_1
User_17,15.37,Zone_2
User_18,10.89,Zone_3
User_19,4.84,Zone_4
User_20,18.65,Zone_0
User_21,17.83,Zone_1
User_22,3.32,Zone_2
User_23,20.46,Zone_3
User_24,22.56,Zone_4
User_25,20.77,Zone_0
User_26,18.82,Zone_1
User_27,25.57,Zone_2
User_28,16.02,Zone_3
User_29,8.16,Zone_4
User_30,17.04,Zone_0
User_31,13.54,Zone_1
User_32,13.24,Zone_2
User_33,5.04,Zone_3
User_34,14.36,Zone_4
User_35,6.16,Zone_0
User_36,-0.68,Zone_1
User_37,22.77,Zone_2
User_38,8.56,Zone_3
User_39,22.79,Zone_4
User_40,29.31,Zone_0
User_41,5.08,Zone_1
User_42,12.69,Zone_2
User_43,10.23,Zone_3
User_44,8.83,Zone_4
User_45,22.81,Zone_0
User_46,1.90,Zone_1
User_47,5.54,Zone_2
User_48,8.15,Zone_3
User_49,19.22,Zone_4
User_50,10.60,Zone_0
User_51,17.92,Zone_1
User_52,2.38,Zone_2
User_53,14.11,Zone_3
User_54,22.70,Zone_4
User_55,12.96,Zone_0
User_56,13.59,Zone_1
User_57,15.25,Zone_2
User_58,5.38,Zone_3
User_59,16.15,Zone_4
User_60,17.98,Zone_0
User_61,16.78,Zone_1
User_62,16.76,Zone_2
User_63,20.57,Zone_3
User_64,6.07,Zone_4
User_65,21.07,Zone_0
User_66,22.77,Zone_1
User_67,12.36,Zone_2
User_68,10.47,Zone_3
User_69,17.39,Zone_4
User_70,21.44,Zone_0
User_71,9.29,Zone_1
User_72,10.65,Zone_2
User_73,16.52,Zone_3
User_74,26.63,Zone_4
User_75,0.43,Zone_0
User_76,17.59,Zone_1
User_77,19.04,Zone_2
User_78,28.16,Zone_3
User_79,14.73,Zone_4
User_80,5.69,Zone_0
User_81,22.49,Zone_1
User_82,7.77,Zone_2
User_83,23.34,Zone_3
User_84,11.12,Zone_4
User_85,13.87,Zone_0
User_86,25.40,Zone_1
User_87,19.63,Zone_2
User_88,17.66,Zone_3
User_89,18.47,Zone_4
User_90,0.53,Zone_0
User_91,7.01,Zone_1
User_92,21.96,Zone_2
User_93,0.04,Zone_3
User_94,17.26,Zone_4
User_95,14.20,Zone_0
User_96,15.20,Zone_1
User_97,16.35,Zone_2
User_98,1.89,Zone_3
User_99,12.95,Zone_4
User_0,66.29,Zone_0
User_1,5.97,Zone_1
User_2,15.00,Zone_2
User_3,22.32,Zone_3
User_4,21.90,Zone_4
User_5,23.07,Zone_0
User_6,15.55,Zone_1
User_7,15.14,Zone_2
User_8,13.69,Zone_3
User_9,20.31,Zone_4
User_10,7.62,Zone_0
User_11,13.95,Zone_1
User_12,7.73,Zone_2
User_13,9.58,Zone_3
User_14,16.01,Zone_4
User_15,12.20,Zone_0
User_16,12.26,Zone_1
User_17,14.65,Zone_2
User_18,18.46,Zone_3
User_19,15.85,Zone_4
User_20,16.47,Zone_0
User_21,7.60,Zone_1
User_22,16.71,Zone_2
User_23,-4.01,Zone_3
User_24,12.17,Zone_4
User_25,-0.69,Zone_0
User_26,14.18,Zone_1
User_27,20.37,Zone_2
User_28,22.34,Zone_3
User_29,20.72,Zone_4
User_30,13.12,Zone_0
User_31,9.39,Zone_1
User_32,22.94,Zone_2
User_33,24.72,Zone_3
User_34,11.94,Zone_4
User_35,10.73,Zone_0
User_36,20.93,Zone_1
User_37,23.23,Zone_2
User_38,11.37,Zone_3
User_39,6.85,Zone_4
User_40,19.26,Zone_0
User_41,19.41,Zone_1
User_42,14.34,Zone_2
User_43,30.04,Zone_3
User_44,15.08,Zone_4
User_45,7.48,Zone_0
User_46,20.03,Zone_1
User_47,26.04,Zone_2
User_48,15.71,Zone_3
User_49,15.87,Zone_4
User_50,17.30,Zone_0
User_51,20.85,Zone_1
User_52,29.97,Zone_2
User_53,23.51,Zone_3
User_54,17.35,Zone_4
User_55,12.04,Zone_0
User_56,12.28,Zone_1
User_57,25.01,Zone_2
User_58,16.84,Zone_3
User_59,13.97,Zone_4
User_60,11.02,Zone_0
User_61,21.52,Zone_1
User_62,4.55,Zone_2
User_63,7.62,Zone_3
User_64,15.48,Zone_4
User_65,5.84,Zone_0
User_66,17.73,Zone_1
User_67,9.39,Zone_2
User_68,16.16,Zone_3
User_69,20.21,Zone_4
User_70,14.58,Zone_0
User_71,14.13,Zone_1
User_72,7.50,Zone_2
User_73,30.65,Zone_3
User_74,23.15,Zone_4
User_75,15.91,Zone_0
User_76,18.07,Zone_1
User_77,12.05,Zone_2
User_78,19.12,Zone_3
User_79,17.18,Zone_4
User_80,11.76,Zone_0
User_81,31.98,Zone_1
User_82,9.78,Zone_2
User_83,13.09,Zone_3
User_84,18.52,Zone_4
User_85,8.48,Zone_0
User_86,15.98,Zone_1
User_87,4.26,Zone_2
User_88,28.78,Zone_3
User_89,24.49,Zone_4
User_90,4.42,Zone_0
User_91,29.27,Zone_1
User_92,20.15,Zone_2
User_93,28.61,Zone_3
User_94,34.84,Zone_4
User_95,8.58,Zone_0
User_96,31.44,Zone_1
User_97,8.30,Zone_2
User_98,9.20,Zone_3
User_99,11.99,Zone_4
User_0,54.05,Zone_0
User_1,9.34,Zone_1
User_2,8.67,Zone_2
User_3,11.89,Zone_3
User_4,15.96,Zone_4
User_5,7.98,Zone_0
User_6,4.46,Zone_1
User_7,5.62,Zone_2
User_8,18.24,Zone_3
User_9,28.21,Zone_4
User_10,6.16,Zone_0
User_11,20.00,Zone_1
User_12,21.99,Zone_2
User_13,24.50,Zone_3
User_14,15.55,Zone_4
User_15,22.20,Zone_0
User_16,4.15,Zone_1
User_17,23.63,Zone_2
User_18,14.79,Zone_3
User_19,21.42,Zone_4
User_20,14.62,Zone_0
User_21,13.55,Zone_1
User_22,24.70,Zone_2
User_23,14.97,Zone_3
User_24,-1.06,Zone_4
User_25,21.75,Zone_0
User_26,23.99,Zone_1
User_27,12.01,Zone_2
User_28,13.01,Zone_3
User_29,20.73,Zone_4
User_30,19.05,Zone_0
User_31,11.53,Zone_1
User_32,15.89,Zone_2
User_33,8.68,Zone_3
User_34,11.72,Zone_4
User_35,14.81,Zone_0
User_36,21.35,Zone_1
User_37,17.09,Zone_2
User_38,22.86,Zone_3
User_39,15.71,Zone_4
User_40,8.76,Zone_0
User_41,27.36,Zone_1
User_42,5.58,Zone_2
User_43,-0.18,Zone_3
User_44,18.56,Zone_4
User_45,14.47,Zone_0
User_46,15.17,Zone_1
User_47,19.49,Zone_2
User_48,16.44,Zone_3
User_49,11.26,Zone_4
User_50,10.77,Zone_0
User_51,9.85,Zone_1
User_52,21.19,Zone_2
User_53,23.28,Zone_3
User_54,32.04,Zone_4
User_55,3.92,Zone_0
User_56,20.30,Zone_1
User_57,4.80,Zone_2
User_58,26.17,Zone_3
User_59,9.84,Zone_4
User_60,29.06,Zone_0
User_61,2.16,Zone_1
User_62,22.87,Zone_2
User_63,11.57,Zone_3
User_64,10.03,Zone_4
User_65,19.97,Zone_0
User_66,21.07,Zone_1
User_67,14.59,Zone_2
User_68,16.77,Zone_3
User_69,11.68,Zone_4
User_70,11.13,Zone_0
User_71,16.01,Zone_1
User_72,19.10,Zone_2
User_73,19.89,Zone_3
User_74,16.82,Zone_4
User_75,34.19,Zone_0
User_76,5.40,Zone_1
User_77,4.60,Zone_2
User_78,33.11,Zone_3
User_79,16.19,Zone_4
User_80,16.69,Zone_0
User_81,16.15,Zone_1
User_82,17.19,Zone_2
User_83,6.55,Zone_3
User_84,25.21,Zone_4
User_85,19.66,Zone_0
User_86,21.22,Zone_1
User_87,10.39,Zone_2
User_88,16.66,Zone_3
User_89,19.63,Zone_4
User_90,8.70,Zone_0
User_91,15.18,Zone_1
User_92,7.81,Zone_2
User_93,11.25,Zone_3
User_94,8.25,Zone_4
User_95,10.03,Zone_0
User_96,13.49,Zone_1
User_97,30.10,Zone_2
User_98,17.28,Zone_3
User_99,22.54,Zone_4
User_0,77.46,Zone_0
User_1,18.40,Zone_1
User_2,16.58,Zone_2
User_3,18.34,Zone_3
User_4,15.00,Zone_4
User_5,9.04,Zone_0
User_6,5.68,Zone_1
User_7,13.64,Zone_2
User_8,1.70,Zone_3
User_9,26.73,Zone_4
User_10,23.37,Zone_0
User_11,11.67,Zone_1
User_12,3.98,Zone_2
User_13,13.83,Zone_3
User_14,13.76,Zone_4
User_15,33.23,Zone_0
User_16,4.10,Zone_1
User_17,20.15,Zone_2
User_18,20.98,Zone_3
User_19,30.38,Zone_4
User_20,4.37,Zone_0
User_21,10.66,Zone_1
User_22,30.99,Zone_2
User_23,19.79,Zone_3
User_24,15.91,Zone_4
User_25,4.37,Zone_0
User_26,24.47,Zone_1
User_27,27.15,Zone_2
User_28,13.15,Zone_3
User_29,9.72,Zone_4
User_30,25.84,Zone_0
User_31,19.26,Zone_1
User_32,6.44,Zone_2
User_33,23.70,Zone_3
User_34,16.26,Zone_4
User_35,25.10,Zone_0
User_36,27.38,Zone_1
User_37,16.96,Zone_2
User_38,21.21,Zone_3
User_39,4.81,Zone_4
User_40,6.34,Zone_0
User_41,20.86,Zone_1
User_42,19.55,Zone_2
User_43,15.13,Zone_3
User_44,18.94,Zone_4
User_45,13.81,Zone_0
User_46,18.73,Zone_1
User_47,11.81,Zone_2
User_48,17.66,Zone_3
User_49,26.91,Zone_4
User_50,11.44,Zone_0
User_51,23.87,Zone_1
User_52,21.27,Zone_2
User_53,13.69,Zone_3
User_54,15.47,Zone_4
User_55,11.83,Zone_0
User_56,5.14,Zone_1
User_57,9.74,Zone_2
User_58,4.76,Zone_3
User_59,6.38,Zone_4
User_60,20.31,Zone_0
User_61,6.54,Zone_1
User_62,6.84,Zone_2
User_63,19.23,Zone_3
User_64,8.07,Zone_4
User_65,21.90,Zone_0
User_66,18.87,Zone_1
User_67,11.77,Zone_2
User_68,25.19,Zone_3
User_69,23.33,Zone_4
User_70,10.70,Zone_0
User_71,1.10,Zone_1
User_72,28.00,Zone_2
User_73,15.98,Zone_3
User_74,8.73,Zone_4
User_75,14.89,Zone_0
User_76,5.47,Zone_1
User_77,12.45,Zone_2
User_78,3.70,Zone_3
User_79,19.90,Zone_4
User_80,19.40,Zone_0
User_81,-0.01,Zone_1
User_82,19.89,Zone_2
User_83,31.79,Zone_3
User_84,9.32,Zone_4
User_85,36.83,Zone_0
User_86,7.44,Zone_1
User_87,11.19,Zone_2
User_88,21.88,Zone_3
User_89,38.45,Zone_4
User_90,7.60,Zone_0
User_91,18.66,Zone_1
User_92,31.54,Zone_2
User_93,26.24,Zone_3
User_94,6.06,Zone_4
User_95,20.48,Zone_0
User_96,22.00,Zone_1
User_97,11.65,Zone_2
User_98,31.03,Zone_3
User_99,18.02,Zone_4
User_0,59.03,Zone_0
User_1,20.73,Zone_1
User_2,26.20,Zone_2
User_3,22.50,Zone_3
User_4,28.86,Zone_4
User_5,14.31,Zone_0
User_6,18.84,Zone_1
User_7,10.63,Zone_2
User_8,22.00,Zone_3
User_9,17.93,Zone_4
User_10,8.69,Zone_0
User_11,15.25,Zone_1
User_12,13.20,Zone_2
User_13,9.99,Zone_3
User_14,18.61,Zone_4
User_15,-2.71,Zone_0
User_16,14.74,Zone_1
User_17,16.35,Zone_2
User_18,10.64,Zone_3
User_19,10.18,Zone_4
User_20,19.72,Zone_0
User_21,9.02,Zone_1
User_22,11.13,Zone_2
User_23,27.48,Zone_3
User_24,16.29,Zone_4
User_25,8.10,Zone_0
User_26,6.89,Zone_1
User_27,17.64,Zone_2
User_28,20.43,Zone_3
User_29,14.90,Zone_4
User_30,13.75,Zone_0
User_31,16.01,Zone_1
User_32,16.76,Zone_2
User_33,7.97,Zone_3
User_34,21.64,Zone_4
User_35,1.80,Zone_0
User_36,20.21,Zone_1
User_37,7.64,Zone_2
User_38,24.34,Zone_3
User_39,14.90,Zone_4
User_40,4.36,Zone_0
User_41,29.27,Zone_1
User_42,10.20,Zone_2
User_43,19.10,Zone_3
User_44,13.58,Zone_4
User_45,10.72,Zone_0
User_46,11.80,Zone_1
User_47,13.15,Zone_2
User_48,25.75,Zone_3
User_49,6.41,Zone_4
User_50,33.02,Zone_0
User_51,27.79,Zone_1
User_52,1.62,Zone_2
User_53,4.23,Zone_3
User_54,19.50,Zone_4
User_55,4.65,Zone_0
User_56,-1.32,Zone_1
User_57,-0.66,Zone_2
User_58,12.97,Zone_3
User_59,0.68,Zone_4
User_60,9.51,Zone_0
User_61,25.56,Zone_1
User_62,14.66,Zone_2
User_63,12.32,Zone_3
User_64,27.49,Zone_4
User_65,8.05,Zone_0
User_66,25.56,Zone_1
User_67,20.33,Zone_2
User_68,16.21,Zone_3
User_69,9.93,Zone_4
User_70,6.02,Zone_0
User_71,15.71,Zone_1
User_72,16.48,Zone_2
User_73,24.01,Zone_3
User_74,23.43,Zone_4
User_75,22.82,Zone_0
User_76,21.66,Zone_1
User_77,8.72,Zone_2
User_78,7.83,Zone_3
User_79,0.01,Zone_4
User_80,39.44,Zone_0
User_81,10.33,Zone_1
User_82,7.39,Zone_2
User_83,19.32,Zone_3
User_84,13.21,Zone_4
User_85,14.90,Zone_0
User_86,18.40,Zone_1
User_87,14.30,Zone_2
User_88,26.34,Zone_3
User_89,32.62,Zone_4
User_90,3.77,Zone_0
User_91,21.35,Zone_1
User_92,33.08,Zone_2
User_93,15.08,Zone_3
User_94,22.26,Zone_4
User_95,24.82,Zone_0
User_96,29.51,Zone_1
User_97,15.12,Zone_2
User_98,3.25,Zone_3
User_99,17.75,Zone_4
User_0,63.18,Zone_0
User_1,16.40,Zone_1
User_2,22.26,Zone_2
User_3,10.05,Zone_3
User_4,8.76,Zone_4
User_5,12.46,Zone_0
User_6,19.99,Zone_1
User_7,21.82,Zone_2
User_8,25.02,Zone_3
User_9,17.86,Zone_4
User_10,23.83,Zone_0
User_11,19.94,Zone_1
User_12,15.29,Zone_2
User_13,8.42,Zone_3
User_14,23.49,Zone_4
User_15,24.60,Zone_0
User_16,20.96,Zone_1
User_17,17.97,Zone_2
User_18,4.16,Zone_3
User_19,1.91,Zone_4
User_20,15.49,Zone_0
User_21,16.27,Zone_1
User_22,17.12,Zone_2
User_23,19.59,Zone_3
User_24,12.44,Zone_4
User_25,16.16,Zone_0
User_26,17.05,Zone_1
User_27,16.09,Zone_2
User_28,8.06,Zone_3
User_29,34.17,Zone_4
User_30,11.77,Zone_0
User_31,17.30,Zone_1
User_32,17.13,Zone_2
User_33,15.10,Zone_3
User_34,11.38,Zone_4
User_35,15.15,Zone_0
User_36,21.95,Zone_1
User_37,21.37,Zone_2
User_38,10.80,Zone_3
User_39,24.87,Zone_4
User_40,30.84,Zone_0
User_41,12.89,Zone_1
User_42,10.52,Zone_2
User_43,6.91,Zone_3
User_44,20.31,Zone_4
User_45,8.99,Zone_0
User_46,-5.83,Zone_1
User_47,14.40,Zone_2
User_48,16.87,Zone_3
User_49,19.45,Zone_4
User_50,31.44,Zone_0
User_51,6.29,Zone_1
User_52,10.64,Zone_2
User_53,7.74,Zone_3
User_54,13.47,Zone_4
User_55,1.00,Zone_0
User_56,22.26,Zone_1
User_57,8.63,Zone_2
User_58,14.86,Zone_3
User_59,14.09,Zone_4
User_60,19.42,Zone_0
User_61,10.75,Zone_1
User_62,15.02,Zone_2
User_63,10.94,Zone_3
User_64,6.19,Zone_4
User_65,9.01,Zone_0
User_66,21.59,Zone_1
User_67,34.36,Zone_2
User_68,10.78,Zone_3
User_69,4.43,Zone_4
User_70,18.47,Zone_0
User_71,12.33,Zone_1
User_72,12.74,Zone_2
User_73,-2.89,Zone_3
User_74,22.69,Zone_4
User_75,23.73,Zone_0
User_76,6.01,Zone_1
User_77,11.10,Zone_2
User_78,22.36,Zone_3
User_79,23.69,Zone_4
User_80,18.23,Zone_0
User_81,21.35,Zone_1
User_82,18.70,Zone_2
User_83,24.54,Zone_3
User_84,27.21,Zone_4
User_85,25.23,Zone_0
User_86,14.86,Zone_1
User_87,13.62,Zone_2
User_88,-6.22,Zone_3
User_89,15.97,Zone_4
User_90,11.41,Zone_0
User_91,13.61,Zone_1
User_92,7.92,Zone_2
User_93,7.60,Zone_3
User_94,7.82,Zone_4
User_95,-6.74,Zone_0
User_96,21.64,Zone_1
User_97,6.07,Zone_2
User_98,5.39,Zone_3
User_99,9.05,Zone_4
User_0,55.26,Zone_0
User_1,18.75,Zone_1
User_2,11.41,Zone_2
User_3,26.27,Zone_3
User_4,10.60,Zone_4
User_5,16.84,Zone_0
User_6,18.65,Zone_1
User_7,12.36,Zone_2
User_8,30.04,Zone_3
User_9,13.05,Zone_4
User_10,26.23,Zone_0
User_11,11.90,Zone_1
User_12,9.90,Zone_2
User_13,-1.14,Zone_3
User_14,11.71,Zone_4
User_15,6.20,Zone_0
User_16,13.14,Zone_1
User_17,9.99,Zone_2
User_18,6.48,Zone_3
User_19,7.30,Zone_4
User_20,11.83,Zone_0
User_21,13.33,Zone_1
User_22,7.74,Zone_2
User_23,10.91,Zone_3
User_24,10.79,Zone_4
User_25,20.56,Zone_0
User_26,22.79,Zone_1
User_27,16.98,Zone_2
User_28,16.82,Zone_3
User_29,5.90,Zone_4
User_30,8.74,Zone_0
User_31,24.95,Zone_1
User_32,19.50,Zone_2
User_33,10.07,Zone_3
User_34,0.50,Zone_4
User_35,20.39,Zone_0
User_36,16.00,Zone_1
User_37,15.50,Zone_2
User_38,15.80,Zone_3
User_39,24.30,Zone_4
User_40,18.72,Zone_0
User_41,12.45,Zone_1
User_42,15.53,Zone_2
User_43,31.60,Zone_3
User_44,-1.25,Zone_4
User_45,2.35,Zone_0
User_46,13.73,Zone_1
User_47,16.21,Zone_2
User_48,6.92,Zone_3
User_49,9.96,Zone_4
User_50,13.89,Zone_0
User_51,26.47,Zone_1
User_52,18.10,Zone_2
User_53,8.77,Zone_3
User_54,12.70,Zone_4
User_55,22.52,Zone_0
User_56,12.84,Zone_1
User_57,0.77,Zone_2
User_58,7.94,Zone_3
User_59,22.81,Zone_4
User_60,28.59,Zone_0
User_61,14.82,Zone_1
User_62,30.79,Zone_2
User_63,24.16,Zone_3
User_64,10.67,Zone_4
User_65,12.22,Zone_0
User_66,-0.49,Zone_1
User_67,18.67,Zone_2
User_68,28.85,Zone_3
User_69,-1.71,Zone_4
User_70,12.45,Zone_0
User_71,14.72,Zone_1
User_72,10.99,Zone_2
User_73,24.18,Zone_3
User_74,33.22,Zone_4
User_75,9.77,Zone_0
User_76,2.74,Zone_1
User_77,19.24,Zone_2
User_78,8.44,Zone_3
User_79,9.01,Zone_4
User_80,18.54,Zone_0
User_81,26.69,Zone_1
User_82,1.48,Zone_2
User_83,17.03,Zone_3
User_84,11.21,Zone_4
User_85,29.42,Zone_0
User_86,12.79,Zone_1
User_87,16.69,Zone_2
User_88,-0.91,Zone_3
User_89,10.12,Zone_4
User_90,16.07,Zone_0
User_91,10.61,Zone_1
User_92,28.08,Zone_2
User_93,17.00,Zone_3
User_94,20.80,Zone_4
User_95,21.77,Zone_0
User_96,29.33,Zone_1
User_97,15.59,Zone_2
User_98,11.04,Zone_3
User_99,22.05,Zone_4
User_0,80.12,Zone_0
User_1,10.72,Zone_1
User_2,27.24,Zone_2
User_3,28.47,Zone_3
User_4,10.93,Zone_4
User_5,-1.03,Zone_0
User_6,-7.77,Zone_1
User_7,15.05,Zone_2
User_8,24.28,Zone_3
User_9,18.02,Zone_4
User_10,-5.81,Zone_0
User_11,3.16,Zone_1
User_12,6.52,Zone_2
User_13,29.09,Zone_3
User_14,9.00,Zone_4
User_15,13.37,Zone_0
User_16,9.81,Zone_1
User_17,30.57,Zone_2
User_18,-2.60,Zone_3
User_19,19.42,Zone_4
User_20,24.34,Zone_0
User_21,7.71,Zone_1
User_22,15.46,Zone_2
User_23,-1.41,Zone_3
User_24,6.79,Zone_4
User_25,7.09,Zone_0
User_26,15.67,Zone_1
User_27,23.57,Zone_2
User_28,18.85,Zone_3
User_29,14.62,Zone_4
User_30,13.51,Zone_0
User_31,22.99,Zone_1
User_32,8.34,Zone_2
User_33,17.06,Zone_3
User_34,7.99,Zone_4
User_35,2.70,Zone_0
User_36,11.66,Zone_1
User_37,21.04,Zone_2
User_38,18.57,Zone_3
User_39,11.18,Zone_4
User_40,15.17,Zone_0
User_41,22.46,Zone_1
User_42,10.85,Zone_2
User_43,28.55,Zone_3
User_44,28.02,Zone_4
User_45,23.29,Zone_0
User_46,22.02,Zone_1
User_47,13.89,Zone_2
User_48,3.97,Zone_3
User_49,6.91,Zone_4
User_50,12.44,Zone_0
User_51,6.71,Zone_1
User_52,14.74,Zone_2
User_53,24.80,Zone_3
User_54,10.43,Zone_4
User_55,16.03,Zone_0
User_56,16.68,Zone_1
User_57,15.35,Zone_2
User_58,19.10,Zone_3
User_59,8.48,Zone_4
User_60,2.53,Zone_0
User_61,8.84,Zone_1
User_62,18.54,Zone_2
User_63,10.58,Zone_3
User_64,29.23,Zone_4
User_65,20.40,Zone_0
User_66,22.36,Zone_1
User_67,6.43,Zone_2
User_68,32.42,Zone_3
User_69,15.51,Zone_4
User_70,8.45,Zone_0
User_71,27.57,Zone_1
User_72,24.78,Zone_2
User_73,14.61,Zone_3
User_74,16.66,Zone_4
User_75,36.52,Zone_0
User_76,9.83,Zone_1
User_77,11.27,Zone_2
User_78,20.50,Zone_3
User_79,8.30,Zone_4
User_80,4.28,Zone_0
User_81,16.88,Zone_1
User_82,30.80,Zone_2
User_83,13.79,Zone_3
User_84,14.35,Zone_4
User_85,3.89,Zone_0
User_86,23.01,Zone_1
User_87,26.33,Zone_2
User_88,6.20,Zone_3
User_89,13.38,Zone_4
User_90,24.43,Zone_0
User_91,24.12,Zone_1
User_92,12.99,Zone_2
User_93,14.86,Zone_3
User_94,25.38,Zone_4
User_95,29.79,Zone_0
User_96,34.18,Zone_1
User_97,24.08,Zone_2
User_98,-5.66,Zone_3
User_99,20.00,Zone_4
User_0,55.69,Zone_0
User_1,18.37,Zone_1
User_2,14.30,Zone_2
User_3,7.00,Zone_3
User_4,16.97,Zone_4
User_5,9.58,Zone_0
User_6,11.66,Zone_1
User_7,3.37,Zone_2
User_8,15.19,Zone_3
User_9,12.03,Zone_4
User_10,9.85,Zone_0
User_11,23.16,Zone_1
User_12,14.75,Zone_2
User_13,28.58,Zone_3
User_14,20.54,Zone_4
User_15,23.89,Zone_0
User_16,23.01,Zone_1
User_17,14.06,Zone_2
User_18,15.27,Zone_3
User_19,32.28,Zone_4
User_20,-2.55,Zone_0
User_21,3.79,Zone_1
User_22,5.15,Zone_2
User_23,11.88,Zone_3
User_24,9.58,Zone_4
User_25,15.91,Zone_0
User_26,8.33,Zone_1
User_27,8.24,Zone_2
User_28,20.58,Zone_3
User_29,27.57,Zone_4
User_30,23.53,Zone_0
User_31,18.64,Zone_1
User_32,19.25,Zone_2
User_33,2.22,Zone_3
User_34,2.92,Zone_4
User_35,-3.57,Zone_0
User_36,-1.47,Zone_1
User_37,19.84,Zone_2
User_38,37.74,Zone_3
User_39,17.55,Zone_4
User_40,23.56,Zone_0
User_41,15.90,Zone_1
User_42,8.00,Zone_2
User_43,6.92,Zone_3
User_44,22.46,Zone_4
User_45,21.08,Zone_0
User_46,14.48,Zone_1
User_47,13.59,Zone_2
User_48,17.36,Zone_3
User_49,18.12,Zone_4
User_50,12.19,Zone_0
User_51,17.82,Zone_1
User_52,12.56,Zone_2
User_53,12.37,Zone_3
User_54,20.88,Zone_4
User_55,17.07,Zone_0
User_56,-5.44,Zone_1
User_57,25.69,Zone_2
User_58,24.99,Zone_3
User_59,18.45,Zone_4
User_60,4.16,Zone_0
User_61,11.10,Zone_1
User_62,26.91,Zone_2
User_63,5.11,Zone_3
User_64,1.54,Zone_4
User_65,6.45,Zone_0
User_66,19.75,Zone_1
User_67,5.93,Zone_2
User_68,21.93,Zone_3
User_69,21.67,Zone_4
User_70,11.02,Zone_0
User_71,2.45,Zone_1
User_72,11.09,Zone_2
User_73,13.94,Zone_3
User_74,13.72,Zone_4
User_75,13.97,Zone_0
User_76,28.74,Zone_1
User_77,22.23,Zone_2
User_78,27.27,Zone_3
User_79,17.91,Zone_4
User_80,19.22,Zone_0
User_81,9.35,Zone_1
User_82,19.61,Zone_2
User_83,14.17,Zone_3
User_84,21.78,Zone_4
User_85,-4.01,Zone_0
User_86,12.13,Zone_1
User_87,19.68,Zone_2
User_88,2.41,Zone_3
User_89,23.05,Zone_4
